chamber,state,party,incumbent,termstart,age,GDP,Annual GPD Percent Change,percent of working age population 25-64,percent of population 65 and older,Unemployment,growth percent
house,TX,D,Yes,1991,53.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,53.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,KY,D,Yes,1991,53.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,OK,R,Yes,1991,53.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,MT,D,Yes,1991,53.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,Yes,1991,53.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,KY,R,Yes,1991,53.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,MO,R,Yes,1991,53.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,AR,D,Yes,1991,52.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,MN,D,Yes,1991,52.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,NV,D,Yes,1991,52.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,WA,R,Yes,1991,52.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,IN,R,Yes,1991,52.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,HI,D,No,1991,52.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,52.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,D,Yes,1991,52.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,No,1991,52.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,52.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,IA,R,Yes,1991,52.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,D,Yes,1991,52.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,R,Yes,1991,52.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,52.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,R,Yes,1991,52.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,52.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,AL,D,Yes,1991,52.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,VA,R,Yes,1991,51.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,R,Yes,1991,51.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,D,No,1991,51.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,R,Yes,1991,51.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,IN,D,Yes,1991,51.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,MD,D,Yes,1991,51.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,GA,D,Yes,1991,51.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,NC,D,Yes,1991,51.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,51.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,NE,R,Yes,1991,51.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,51.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,D,Yes,1991,51.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,SC,D,Yes,1991,51.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,GA,D,Yes,1991,50.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,Yes,1991,50.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,50.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,MA,D,Yes,1991,50.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,R,Yes,1991,50.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,AL,D,Yes,1991,50.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,R,Yes,1991,50.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,CO,D,Yes,1991,50.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,NC,D,Yes,1991,50.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,50.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,ID,D,Yes,1991,50.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,MN,D,Yes,1991,50.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,R,Yes,1991,50.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,50.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,OK,D,Yes,1991,50.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,WA,D,Yes,1991,50.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,NC,R,No,1991,49.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,MO,D,Yes,1991,49.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,49.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,R,Yes,1991,49.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,D,Yes,1991,49.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,R,Yes,1991,49.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,Yes,1991,49.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,D,Yes,1991,49.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,D,Yes,1991,49.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,GA,D,Yes,1991,49.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,VT,I,No,1991,49.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,49.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,49.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,OK,D,No,1991,49.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NE,D,Yes,1991,49.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,49.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,49.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,No,1991,49.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,49.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,R,Yes,1991,49.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,Yes,1991,49.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,49.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,R,Yes,1991,48.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,AZ,R,Yes,1991,48.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,ND,D,Yes,1991,48.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,AZ,R,Yes,1991,48.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,R,Yes,1991,48.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,WA,R,Yes,1991,48.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,IN,D,Yes,1991,48.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,48.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,IA,R,Yes,1991,48.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,OR,D,Yes,1991,48.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,SC,D,Yes,1991,48.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,48.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,R,Yes,1991,48.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,AL,D,Yes,1991,48.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,NJ,R,Yes,1991,47.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,CO,D,Yes,1991,47.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,CT,D,No,1991,47.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,NC,D,Yes,1991,47.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,D,Yes,1991,47.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,IA,D,Yes,1991,47.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,R,Yes,1991,47.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,WV,D,Yes,1991,47.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,MO,R,Yes,1991,47.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,47.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,D,Yes,1991,47.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,R,Yes,1991,47.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,GA,R,Yes,1991,47.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,AZ,D,No,1991,47.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,AZ,R,Yes,1991,47.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,TN,D,Yes,1991,47.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,MD,D,Yes,1991,47.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,47.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,GA,D,Yes,1991,47.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,GA,D,Yes,1991,47.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,D,Yes,1991,47.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,R,Yes,1991,47.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,CO,R,No,1991,47.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,Yes,1991,46.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,46.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,R,Yes,1991,46.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,46.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,Yes,1991,46.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,R,Yes,1991,46.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,MN,D,No,1991,46.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,R,Yes,1991,46.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,NJ,R,No,1991,46.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,TN,D,Yes,1991,46.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,Yes,1991,46.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,KS,D,Yes,1991,46.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,45.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,45.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,R,Yes,1991,45.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,VA,D,No,1991,45.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,45.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,45.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,TN,D,Yes,1991,45.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,D,Yes,1991,45.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,VA,D,Yes,1991,45.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,Yes,1991,45.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,R,Yes,1991,45.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,CT,R,Yes,1991,45.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,Yes,1991,45.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,45.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,MA,D,Yes,1991,44.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,MD,R,No,1991,44.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,MN,R,No,1991,44.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,Yes,1991,44.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,MA,D,Yes,1991,44.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,VA,D,Yes,1991,44.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,SC,D,Yes,1991,44.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,ID,D,No,1991,44.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,D,Yes,1991,44.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,D,Yes,1991,44.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,SD,D,Yes,1991,44.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,DE,D,Yes,1991,43.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,43.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,ME,R,Yes,1991,43.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,43.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,D,No,1991,43.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,NM,R,Yes,1991,43.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,R,Yes,1991,43.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,43.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,OR,D,Yes,1991,43.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,No,1991,43.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,R,Yes,1991,43.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,43.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,No,1991,43.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,TN,R,Yes,1991,43.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,R,Yes,1991,43.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,AL,D,No,1991,43.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,43.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,R,Yes,1991,43.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,Yes,1991,43.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NM,D,Yes,1991,43.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,R,Yes,1991,43.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,WV,D,Yes,1991,43.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,43.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,MA,D,Yes,1991,42.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,42.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,MN,D,Yes,1991,42.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,CT,D,Yes,1991,42.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,R,Yes,1991,42.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,42.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,IA,R,Yes,1991,42.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,RI,R,Yes,1991,42.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,Yes,1991,42.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,KS,D,Yes,1991,42.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,UT,D,No,1991,42.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,D,Yes,1991,42.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,MD,D,Yes,1991,42.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,D,Yes,1991,42.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,TN,D,Yes,1991,41.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,41.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,MA,D,Yes,1991,41.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,OR,D,Yes,1991,41.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,WV,D,Yes,1991,41.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,D,No,1991,41.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,IN,D,Yes,1991,41.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,R,Yes,1991,41.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,LA,R,Yes,1991,41.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,Yes,1991,41.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,OR,D,No,1991,41.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,MS,D,Yes,1991,41.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,RI,D,No,1991,41.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,R,No,1991,41.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,R,Yes,1991,41.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,OK,D,Yes,1991,40.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,Yes,1991,40.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,No,1991,40.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,OK,D,Yes,1991,40.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,No,1991,40.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,D,Yes,1991,40.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,WV,D,Yes,1991,39.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,R,Yes,1991,39.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,D,No,1991,39.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,IL,D,Yes,1991,39.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,NJ,D,Yes,1991,39.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,MO,D,Yes,1991,39.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NJ,D,Yes,1991,39.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,MN,D,Yes,1991,39.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,No,1991,39.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,IN,D,Yes,1991,39.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,D,Yes,1991,38.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,TX,R,Yes,1991,38.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,VA,R,No,1991,38.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,OH,R,Yes,1991,38.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,MD,D,Yes,1991,38.6,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,38.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,FL,R,Yes,1991,38.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,IN,D,Yes,1991,38.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,MN,R,Yes,1991,38.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,38.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,MA,D,Yes,1991,38.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,R,Yes,1991,38.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,WI,R,No,1991,38.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,CT,R,No,1991,37.9,6174.0,5.9,0.42,12.57,6.8,1.08
house,NJ,R,Yes,1991,37.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,ME,D,No,1991,37.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,R,Yes,1991,37.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,MI,R,No,1991,37.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,MS,D,Yes,1991,37.3,6174.0,5.9,0.42,12.57,6.8,1.08
house,MS,D,Yes,1991,37.1,6174.0,5.9,0.42,12.57,6.8,1.08
house,CA,D,No,1991,37.0,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,R,Yes,1991,36.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,TN,D,Yes,1991,36.5,6174.0,5.9,0.42,12.57,6.8,1.08
house,KY,D,Yes,1991,36.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,IN,D,No,1991,34.2,6174.0,5.9,0.42,12.57,6.8,1.08
house,NH,D,No,1991,33.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,NJ,D,Yes,1991,33.4,6174.0,5.9,0.42,12.57,6.8,1.08
house,NY,R,Yes,1991,32.8,6174.0,5.9,0.42,12.57,6.8,1.08
house,PA,R,No,1991,32.7,6174.0,5.9,0.42,12.57,6.8,1.08
house,IA,R,No,1991,30.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,SC,R,Yes,1991,88.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,ND,D,Yes,1991,82.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,CA,D,Yes,1991,76.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,OH,D,Yes,1991,73.6,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NC,D,Yes,1991,73.4,6174.0,5.9,0.42,12.57,6.8,1.08
senate,WV,D,Yes,1991,73.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,RI,D,Yes,1991,72.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,TX,D,Yes,1991,69.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AL,D,Yes,1991,69.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,OH,D,Yes,1991,69.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,DE,R,Yes,1991,69.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NE,D,Yes,1991,69.4,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NC,R,Yes,1991,69.2,6174.0,5.9,0.42,12.57,6.8,1.08
senate,SC,D,Yes,1991,69.0,6174.0,5.9,0.42,12.57,6.8,1.08
senate,ND,D,No,1991,68.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,OR,R,Yes,1991,68.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,RI,R,Yes,1991,68.2,6174.0,5.9,0.42,12.57,6.8,1.08
senate,KS,R,Yes,1991,67.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AK,R,Yes,1991,67.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NJ,D,Yes,1991,66.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,HI,D,Yes,1991,66.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,KY,D,Yes,1991,66.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,HI,D,Yes,1991,66.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AR,D,Yes,1991,65.4,6174.0,5.9,0.42,12.57,6.8,1.08
senate,PA,D,No,1991,64.7,6174.0,5.9,0.42,12.57,6.8,1.08
senate,WA,D,Yes,1991,64.0,6174.0,5.9,0.42,12.57,6.8,1.08
senate,VA,R,Yes,1991,63.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NY,D,Yes,1991,63.8,6174.0,5.9,0.42,12.57,6.8,1.08
senate,IL,D,Yes,1991,63.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,WA,R,Yes,1991,63.0,6174.0,5.9,0.42,12.57,6.8,1.08
senate,IL,D,Yes,1991,62.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,PA,R,Yes,1991,60.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NH,R,Yes,1991,60.6,6174.0,5.9,0.42,12.57,6.8,1.08
senate,WY,R,Yes,1991,59.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MA,D,Yes,1991,58.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,IN,R,Yes,1991,58.7,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NM,R,Yes,1991,58.7,6174.0,5.9,0.42,12.57,6.8,1.08
senate,LA,D,Yes,1991,58.6,6174.0,5.9,0.42,12.57,6.8,1.08
senate,KS,R,Yes,1991,58.4,6174.0,5.9,0.42,12.57,6.8,1.08
senate,OR,R,Yes,1991,58.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,UT,R,Yes,1991,58.2,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MD,D,Yes,1991,57.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,WY,R,Yes,1991,57.8,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AK,R,Yes,1991,57.8,6174.0,5.9,0.42,12.57,6.8,1.08
senate,CA,D,No,1991,57.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,ME,D,Yes,1991,57.4,6174.0,5.9,0.42,12.57,6.8,1.08
senate,IA,R,Yes,1991,57.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,UT,R,Yes,1991,56.8,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AL,D,Yes,1991,56.7,6174.0,5.9,0.42,12.57,6.8,1.08
senate,VT,R,Yes,1991,56.6,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MI,D,Yes,1991,56.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MN,R,Yes,1991,56.4,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AR,D,Yes,1991,56.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MT,R,Yes,1991,55.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,WI,D,Yes,1991,55.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MD,D,Yes,1991,54.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AZ,R,Yes,1991,54.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MO,R,Yes,1991,54.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,TN,D,Yes,1991,54.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,FL,D,Yes,1991,54.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,AZ,D,Yes,1991,53.7,6174.0,5.9,0.42,12.57,6.8,1.08
senate,WV,D,Yes,1991,53.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NV,D,Yes,1991,53.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NY,R,Yes,1991,53.4,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MS,R,Yes,1991,53.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MI,D,Yes,1991,52.9,6174.0,5.9,0.42,12.57,6.8,1.08
senate,ID,R,Yes,1991,52.7,6174.0,5.9,0.42,12.57,6.8,1.08
senate,GA,D,Yes,1991,52.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,PA,R,Yes,1991,52.2,6174.0,5.9,0.42,12.57,6.8,1.08
senate,MO,R,Yes,1991,51.8,6174.0,5.9,0.42,12.57,6.8,1.08
senate,VA,D,Yes,1991,51.5,6174.0,5.9,0.42,12.57,6.8,1.08
senate,CO,D,Yes,1991,51.3,6174.0,5.9,0.42,12.57,6.8,1.08
senate,IA,D,Yes,1991,51.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,NV,D,Yes,1991,51.1,6174.0,5.9,0.42,12.57,6.8,1.08
senate,CO,R,Yes,1991,50.9,6174.0,5.9,0.42,12.57,6.8,1.08
